apt,ident,lat,lon,elev,hdg
KRPX,16,46.4781,-108.547997,3463,168.0
KRPX,34,46.4715,-108.545998,3481,348.0
KRQB,09,43.724499,-85.516502,990,90.0
KRQB,27,43.724499,-85.500298,946,270.0
KRQB,14,43.722599,-85.500198,933,143.0
KRQB,32,43.716702,-85.494102,926,323.0
KRQE,03,35.6441,-109.073997,6701,34.0
KRQE,21,35.66,-109.060997,6742,214.0
KRQO,17,35.481201,-98.004303,1412,180.0
KRQO,35,35.465801,-98.004303,1414,0.0
KRQO,18,35.478001,-98.007599,1417,180.0
KRQO,36,35.465302,-98.007599,1417,0.0
KRRL,07,45.195702,-89.725197,1318,69.0
KRRL,25,45.200901,-89.706802,1306,249.0
KRRL,16,45.203701,-89.7099,1317,156.0
KRRL,34,45.196201,-89.705299,1303,336.0
KRRQ,16,43.456402,-96.180603,1359,172.0
KRRQ,34,43.448002,-96.178902,1357,352.0
KRRT,04,48.9384,-95.352699,0,43.8
KRRT,22,48.944401,-95.344101,0,223.8
KRRT,13,48.945999,-95.354202,1074,139.0
KRRT,31,48.934898,-95.339302,1074,319.0
KRSL,03,38.871799,-98.815804,1856,30.0
KRSL,21,38.875599,-98.813004,1859,210.0
KRSL,17,38.877602,-98.811798,1860,174.0
KRSL,35,38.863899,-98.809799,1863,354.0
KRSN,18,32.5215,-92.588303,276,180.0
KRSN,36,32.507702,-92.588303,309,360.0
KRST,03,43.894901,-92.506897,1315,26.0
KRST,21,43.9128,-92.494598,1282,206.0
KRST,13,43.9202,-92.5121,1268,132.0
KRST,31,43.9035,-92.486702,1304,312.0
KRSV,09,39.016602,-87.661003,462,91.8
KRSV,27,39.016201,-87.642998,455,271.8
KRSV,17,39.02,-87.647903,456,165.8
KRSV,35,39.010899,-87.644997,452,345.8
KRSW,06,26.526501,-81.769997,27,54.0
KRSW,24,26.545799,-81.740303,30,234.0
KRTN,02,36.7342,-104.511002,6332,34.2
KRTN,20,36.748501,-104.499,6352,214.2
KRTN,07,36.740501,-104.504997,6342,77.6
KRTN,25,36.743099,-104.490997,6310,257.6
KRUE,07,35.257301,-93.101501,367,75.0
KRUE,25,35.261002,-93.084999,403,255.0
KRUG,12,48.393501,-100.029999,1532,128.2
KRUG,30,48.387299,-100.017998,1548,308.2
KRUQ,02,35.638599,-80.522797,770,16.0
KRUQ,20,35.653099,-80.5177,767,196.0
KRUT,01,43.524899,-72.949501,782,359.0
KRUT,19,43.538601,-72.949997,776,179.0
KRUT,13,43.529099,-72.954697,783,119.0
KRUT,31,43.524899,-72.944199,783,299.0
KRVJ,11,32.0606,-82.1576,173,108.0
KRVJ,29,32.0574,-82.145897,195,288.0
KRVL,06,40.672901,-77.633598,816,48.8
KRVL,24,40.6819,-77.620003,810,228.8
KRVN,07,36.455502,-82.890404,1255,64.0
KRVN,25,36.459702,-82.8797,1230,244.0
KRVS,01L,36.033001,-95.9879,622,13.3
KRVS,19R,36.0466,-95.983902,638,193.3
KRVS,01R,36.034,-95.9851,619,13.3
KRVS,19L,36.0453,-95.981903,630,193.3
KRVS,13,36.041801,-95.987503,624,133.0
KRVS,31,36.036499,-95.980598,615,313.0
KRWF,05,44.544601,-95.084801,1017,56.0
KRWF,23,44.547798,-95.0783,1018,236.0
KRWF,12,44.551102,-95.088699,1016,128.0
KRWF,30,44.544399,-95.076599,1021,308.0
KRWI,04,35.848099,-77.898499,159,33.3
KRWI,22,35.864399,-77.885399,151,213.3
KRWL,04,41.800098,-107.209999,6741,54.0
KRWL,22,41.811401,-107.189003,6813,234.0
KRWL,11,41.8078,-107.207001,6813,115.0
KRWL,29,41.803001,-107.193001,6813,295.0
KRWN,09,41.0923,-86.620499,706,90.0
KRWN,27,41.092201,-86.605202,708,270.0
KRWV,15,30.5194,-96.706497,391,152.4
KRWV,33,30.511499,-96.701698,365,332.4
KRXE,17,43.8396,-111.804001,4858,186.0
KRXE,35,43.828201,-111.806,4854,6.0
KRYM,13,46.097099,-94.369003,1151,136.0
KRYM,31,46.0853,-94.352097,1145,316.0
KRYN,06L,32.141201,-111.181999,2393,70.3
KRYN,24R,32.145802,-111.167999,2396,250.3
KRYN,06R,32.140099,-111.179001,2398,70.3
KRYN,24L,32.145199,-111.163002,2403,250.3
KRYN,15,32.145401,-111.18,2385,167.0
KRYN,33,32.134602,-111.178001,2417,347.0
KRYV,05,43.165199,-88.730797,818,53.0
KRYV,23,43.172501,-88.717499,823,233.0
KRYV,11,43.172401,-88.726601,823,113.3
KRYV,29,43.1693,-88.716904,833,293.3
KRYW,15,30.5035,-97.971397,1231,161.3
KRYW,33,30.493601,-97.967499,1210,341.3
KRYY,09,34.013,-84.607399,1028,88.8
KRYY,27,34.013401,-84.586601,998,268.8
KRZL,09,40.9478,-87.1884,685,90.0
KRZL,27,40.9478,-87.181396,680,270.0
KRZL,18,40.9534,-87.181503,698,180.0
KRZL,36,40.942402,-87.181396,674,360.0
KRZN,04,45.819901,-92.378098,989,44.0
KRZN,22,45.8274,-92.367203,984,224.0
KRZN,13,45.825199,-92.376999,986,137.0
KRZN,31,45.818199,-92.367599,987,317.0
KRZT,05,39.434898,-83.029503,725,42.4
KRZT,23,39.4459,-83.016602,704,222.4
KS01,06,48.166302,-111.986,3545,70.0
KS01,24,48.170502,-111.968002,3525,250.0
KS01,15,48.171501,-111.976997,0,165.0
KS01,33,48.164101,-111.973999,0,345.0
KS03,12,42.194099,-122.665001,1845,141.0
KS03,30,42.186401,-122.655998,1885,321.0
KS05,16,43.0914,-124.407997,106,178.0
KS05,34,43.081501,-124.407997,123,358.0
KS10,02,47.862598,-119.947998,1254,44.0
KS10,20,47.869499,-119.938003,1263,224.0
KS12,16,44.641899,-123.058998,225,180.0
KS12,34,44.633701,-123.058998,226,360.0
KS17,06,33.642502,-81.873802,540,60.0
KS17,24,33.6492,-81.8601,540,240.0
KS19,18,33.912998,-82.267197,458,177.2
KS19,36,33.903099,-82.266602,450,357.2
KS20,07,45.832001,-120.851997,0,89.0
KS20,25,45.832199,-120.837997,0,269.0
KS21,18,43.883499,-121.449997,4158,196.0
KS21,36,43.869099,-121.456001,4164,16.0
KS23,15,48.713501,-117.415001,2108,167.0
KS23,33,48.702599,-117.411003,2104,347.0
KS24,06,41.291901,-83.045898,665,59.6
KS24,24,41.2995,-83.028603,657,239.6
KS25,12,47.799999,-103.260002,2056,134.0
KS25,30,47.791698,-103.247002,2109,314.0
KS27,13,48.182499,-114.307999,0,142.0
KS27,31,48.174702,-114.299004,0,322.0
KS32,13,47.426102,-98.110901,1422,134.7
KS32,31,47.419399,-98.1008,1421,314.7
KS33,04,44.673901,-121.163002,2417,55.0
KS33,22,44.6782,-121.153999,2424,235.0
KS33,16,44.674,-121.153,2430,180.0
KS33,34,44.660099,-121.153,2437,360.0
KS36,15,47.341499,-122.105003,0,171.0
KS36,33,47.3326,-122.101997,0,351.0
KS39,11,44.292099,-120.912003,3250,120.0
KS39,29,44.285198,-120.894997,3241,300.0
KS39,15,44.290401,-120.905998,3246,172.0
KS39,33,44.2794,-120.903,3240,352.0
KS40,07,46.213402,-119.797997,696,90.0
KS40,25,46.213299,-119.785004,680,270.0
KS42,01,36.320499,-104.623001,0,19.7
KS42,19,36.333401,-104.616997,5891,199.7
KS45,17,44.881401,-124.027,59,191.0
KS45,35,44.872501,-124.029999,69,11.0
KS48,07,45.353901,-122.274002,0,90.0
KS48,25,45.353901,-122.262001,0,270.0
KS50,16,47.332298,-122.226997,57,180.0
KS50,34,47.323002,-122.226997,63,360.0
KS52,13,48.430698,-120.152,1694,147.0
KS52,31,48.419201,-120.139999,0,327.0
KS59,15,48.290501,-115.492996,2581,165.0
KS59,33,48.277199,-115.487999,2601,345.0
KS64,07,47.144501,-110.233002,0,88.0
KS64,25,47.144699,-110.224998,0,268.0
KS64,11,47.151299,-110.237,0,127.0
KS64,29,47.144699,-110.224998,0,307.0
KS67,11,43.5853,-116.530998,2537,126.0
KS67,29,43.577301,-116.514999,2530,306.0
KS69,04,46.951302,-112.656998,4574,56.0
KS69,22,46.9575,-112.643997,4600,236.0
KS70,07,46.794998,-119.087997,1136,91.3
KS70,25,46.794701,-119.070999,1151,271.3
KS71,08,48.593102,-109.259003,2416,100.0
KS71,26,48.591202,-109.241997,2409,280.0
KS72,10,47.3297,-116.587997,2127,108.0
KS72,28,47.326099,-116.570999,2125,288.0
KS73,14,46.223099,-116.015999,1184,156.0
KS73,32,46.215599,-116.011002,1194,336.0
KS75,13,44.095001,-116.903999,2198,148.0
KS75,31,44.0881,-116.898003,2228,328.0
KS78,10,43.851898,-116.547996,2347,116.0
KS78,28,43.848099,-116.537003,2350,296.0
KS83,07,47.547199,-116.199997,2203,87.0
KS83,25,47.5481,-116.177002,2218,267.0
KS84,07,46.038898,-116.337997,3474,90.0
KS84,25,46.038898,-116.325996,3404,270.0
KS85,08,48.153301,-104.512001,0,90.0
KS85,26,48.153301,-104.496002,0,270.0
KS87,12,44.210602,-116.968002,2103,134.0
KS87,30,44.203098,-116.957001,2112,314.0
KS94,07,46.8587,-117.419998,0,90.5
KS94,25,46.8587,-117.407997,0,270.5
KS95,05,46.044701,-118.424004,750,65.0
KS95,23,46.049099,-118.410004,740,245.0
KS97,07,48.104698,-119.728996,0,87.0
KS97,25,48.105301,-119.712997,0,267.0
KSAA,05,41.438599,-106.842003,7012,66.0
KSAA,23,41.448399,-106.813003,6908,246.0
KSAC,02,38.505199,-121.500999,18,33.0
KSAC,20,38.517899,-121.489998,24,213.0
KSAC,12,38.518398,-121.495003,23,133.2
KSAC,30,38.5112,-121.485001,24,313.3
KSAC,16,38.516399,-121.494003,22,179.6
KSAC,34,38.506901,-121.494003,17,359.6
KSAD,08,32.8549,-109.642998,3158,92.0
KSAD,26,32.854698,-109.626999,3177,272.0
KSAD,12,32.859402,-109.642998,3163,135.0
KSAD,30,32.847698,-109.628998,3167,315.0
KSAF,02,35.608398,-106.096001,6274,35.1
KSAF,20,35.627102,-106.080002,6348,215.1
KSAF,10,35.620602,-106.100998,6281,111.7
KSAF,28,35.614201,-106.082001,6297,291.7
KSAF,15,35.624401,-106.092003,6317,166.7
KSAF,33,35.607601,-106.086998,6271,346.7
KSAN,09,32.737129,-117.204371,14,106.0
KSAN,27,32.730004,-117.17499,13,286.0
KSAR,09,38.1474,-89.701599,531,90.0
KSAR,27,38.1474,-89.693199,522,270.0
KSAR,18,38.155399,-89.699501,538,180.3
KSAR,36,38.144402,-89.699501,538,0.3
KSAT,04,29.523199,-98.469902,786,41.0
KSAT,22,29.5389,-98.454498,762,221.0
KSAT,13L,29.5403,-98.477699,797,132.0
KSAT,31R,29.530199,-98.464699,779,312.0
KSAT,13R,29.5427,-98.485497,809,132.0
KSAT,31L,29.527201,-98.465599,778,312.0
KSAV,01,32.1166,-81.199997,29,0.0
KSAV,19,32.135799,-81.200104,42,180.0
KSAV,10,32.128799,-81.218803,17,91.0
KSAV,28,32.128502,-81.188599,46,271.0
KSAW,01,46.336899,-87.3992,1180,9.0
KSAW,19,46.370399,-87.391502,1220,189.0
KSAZ,14,46.384602,-94.810402,1286,145.0
KSAZ,32,46.377201,-94.802803,1284,325.0
KSBA,07,34.427508,-119.854663,9,89.0
KSBA,25,34.427925,-119.8346,9,269.0
KSBA,15L,34.430789,-119.840392,9,166.0
KSBA,33R,34.419662,-119.83696,8,346.0
KSBA,15R,34.43055,-119.84156,8,166.0
KSBA,33L,34.419411,-119.838122,8,346.0
KSBD,06,34.090801,-117.25,1085,70.4
KSBD,24,34.099998,-117.219002,1159,250.4
KSBM,04,43.764599,-87.857002,744,35.0
KSBM,22,43.776699,-87.8452,743,215.0
KSBM,13,43.7728,-87.8592,749,130.0
KSBM,31,43.764099,-87.844498,739,310.0
KSBN,09L,41.713902,-86.328796,788,88.8
KSBN,27R,41.714199,-86.313004,781,268.8
KSBN,09R,41.7043,-86.329399,790,88.8
KSBN,27L,41.7048,-86.298599,770,268.8
KSBN,18,41.7188,-86.319397,799,179.0
KSBN,36,41.702301,-86.318901,766,359.0
KSBO,13,32.614399,-82.377502,324,129.0
KSBO,31,32.603901,-82.362396,322,309.0
KSBP,07,35.2369,-120.650002,162,89.8
KSBP,25,35.2369,-120.639,197,269.8
KSBP,11,35.241001,-120.647003,162,124.0
KSBP,29,35.2327,-120.633003,212,304.0
KSBS,14,40.521702,-106.870003,6871,152.9
KSBS,32,40.510799,-106.862999,6877,332.9
KSBU,03,43.5928,-94.095299,0,34.0
KSBU,21,43.5979,-94.090401,0,214.0
KSBU,16,43.598301,-94.094597,1092,161.0
KSBU,34,43.5895,-94.090401,1107,341.0
KSBX,05,48.538399,-111.880997,3414,65.0
KSBX,23,48.544102,-111.862999,3443,245.0
KSBX,11,48.543098,-111.875999,3417,129.0
KSBX,29,48.536701,-111.863998,3428,309.0
KSBY,05,38.3339,-75.516899,45,37.0
KSBY,23,38.344898,-75.5065,50,217.0
KSBY,14,38.346001,-75.516701,46,127.0
KSBY,32,38.337002,-75.501297,52,307.0
KSCB,12,41.6092,-96.639297,1323,134.4
KSCB,30,41.603001,-96.630898,1318,314.4
KSCB,17,41.619301,-96.6259,1318,180.0
KSCB,35,41.6078,-96.625801,1319,360.0
KSCD,09,33.171902,-86.314301,569,91.0
KSCD,27,33.171799,-86.2967,548,271.0
KSCH,04,42.846901,-73.9338,318,26.0
KSCH,22,42.864201,-73.922401,378,206.0
KSCH,10,42.8484,-73.940804,325,88.0
KSCH,28,42.8489,-73.922699,320,268.0
KSCK,11L,37.902302,-121.251,27,127.6
KSCK,29R,37.884499,-121.222,32,307.6
KSCK,11R,37.899601,-121.249,25,127.6
KSCK,29L,37.8922,-121.236999,26,307.6
KSCX,05,36.4505,-84.592499,1545,46.3
KSCX,23,36.460899,-84.579002,1522,226.3
KSDA,04,40.745399,-95.418404,961,43.0
KSDA,22,40.755402,-95.406097,968,223.0
KSDA,12,40.756001,-95.4207,952,125.0
KSDA,30,40.750801,-95.410896,968,305.0
KSDC,10,43.2346,-77.127296,0,89.0
KSDC,28,43.234798,-77.112999,0,269.0
KSDF,11,38.180199,-85.747398,477,111.0
KSDF,29,38.1731,-85.723801,480,291.0
KSDF,17L,38.187302,-85.7313,499,165.0
KSDF,35R,38.1646,-85.723602,472,345.0
KSDF,17R,38.187,-85.748802,486,165.4
KSDF,35L,38.158199,-85.739304,461,345.4
KSDL,03,33.6147,-111.919998,1448,43.8
KSDL,21,33.631001,-111.901001,1507,223.8
KSDM,08L,32.573799,-116.992996,526,95.6
KSDM,26R,32.571701,-116.968002,508,275.6
KSDM,08R,32.571602,-116.984001,521,95.6
KSDM,26L,32.570702,-116.973999,505,275.6
KSDY,01,47.697601,-104.200996,1981,24.0
KSDY,19,47.711899,-104.192001,1979,204.0
KSDY,11,47.712299,-104.194,1979,117.0
KSDY,29,47.707298,-104.18,1965,297.0
KSEA,16C,47.463799,-122.310997,430,180.0
KSEA,34C,47.438,-122.310997,363,360.0
KSEA,16L,47.463799,-122.307999,432,180.0
KSEA,34R,47.431198,-122.307999,347,360.0
KSEA,16R,47.463799,-122.318001,430,180.0
KSEA,34L,47.440498,-122.318001,363,360.0
KSEE,09L,32.829471,-116.981275,359,102.0
KSEE,27R,32.826397,-116.96427,376,282.0
KSEE,09R,32.827391,-116.976264,366,102.0
KSEE,27L,32.825814,-116.967546,380,282.0
KSEE,17,32.829523,-116.972508,368,180.0
KSEE,35,32.818153,-116.972416,380,360.0
KSEF,14,27.4622,-81.347198,56,135.0
KSEF,32,27.4526,-81.336304,58,315.0
KSEF,18,27.462601,-81.343102,60,180.0
KSEF,36,27.448299,-81.343002,57,360.0
KSEG,17,40.825401,-76.866302,450,158.9
KSEG,35,40.815701,-76.861298,443,338.9
KSEM,15,32.353001,-86.995102,166,146.0
KSEM,33,32.3349,-86.980499,165,326.0
KSEP,14,32.220299,-98.181198,1321,149.2
KSEP,32,32.2104,-98.174202,1289,329.2
KSEQ,13,29.573601,-97.918098,525,132.5
KSEQ,31,29.5581,-97.898598,520,312.5
KSER,05,38.918201,-85.907402,571,44.0
KSER,23,38.929001,-85.893997,580,224.0
KSER,09U,38.9314,-85.9142,0,90.0
KSER,27U,38.9314,-85.910599,0,270.0
KSER,14,38.928699,-85.920998,583,134.0
KSER,32,38.918201,-85.907097,571,314.0
KSER,18U,38.9314,-85.914001,0,180.0
KSER,36U,38.928101,-85.914001,0,0.0
KSET,09,38.9324,-90.431702,434,90.7
KSET,27,38.932301,-90.424698,436,270.7
KSET,18,38.933498,-90.430801,436,181.0
KSET,36,38.9231,-90.431,436,1.0
KSEZ,03,34.8437,-111.794998,4736,45.8
KSEZ,21,34.8535,-111.781998,4827,225.8
KSFB,09C,28.7785,-81.245499,52,90.0
KSFB,27C,28.7785,-81.234299,48,270.0
KSFB,09L,28.7817,-81.255997,55,90.0
KSFB,27R,28.781799,-81.225998,36,270.0
KSFB,09R,28.769899,-81.235603,46,89.9
KSFB,27L,28.77,-81.224701,28,269.9
KSFB,18,28.7833,-81.234802,49,180.0
KSFB,36,28.7668,-81.234703,43,360.0
KSFF,4L,47.679199,-117.331001,1943,54.0
KSFF,22R,47.686401,-117.317001,1953,234.0
KSFF,4R,47.680401,-117.325996,1951,54.0
KSFF,22L,47.685299,-117.315002,1954,234.0
KSFM,07,43.386902,-70.7192,238,58.2
KSFM,25,43.3955,-70.699997,233,238.2
KSFM,14,43.400299,-70.714302,242,120.0
KSFM,32,43.3937,-70.6978,231,300.0
KSFO,10L,37.628742,-122.39341,5,118.0
KSFO,28R,37.613538,-122.35716,13,298.0
KSFO,10R,37.626298,-122.393124,6,118.0
KSFO,28L,37.61172,-122.358367,13,298.0
KSFO,1L,37.607898,-122.38295,10,28.0
KSFO,19R,37.626476,-122.37063,9,208.0
KSFO,1R,37.606333,-122.381061,12,28.0
KSFO,19L,37.627346,-122.367124,10,208.0
KSFQ,04,36.674599,-76.603302,67,29.2
KSFQ,22,36.6866,-76.594902,69,209.2
KSFQ,07,36.6805,-76.610199,72,63.7
KSFQ,25,36.686199,-76.595901,69,243.7
KSFY,13,42.049801,-90.113098,612,135.0
KSFY,31,42.041901,-90.102798,613,315.0
KSFZ,05,41.916599,-71.495796,419,32.0
KSFZ,23,41.928299,-71.486099,420,212.0
KSFZ,15,41.921501,-71.495903,426,139.7
KSFZ,33,41.914799,-71.488197,441,319.7
KSGF,02,37.2356,-93.389198,1264,22.0
KSGF,20,37.253502,-93.380302,1262,202.0
KSGF,14,37.255199,-93.400497,1260,142.0
KSGF,32,37.237999,-93.383499,1268,322.0
KSGH,06,39.835098,-83.851402,1051,54.2
KSGH,24,39.849499,-83.825401,1037,234.2
KSGH,15,39.843102,-83.848801,1042,144.2
KSGH,33,39.830898,-83.837303,1041,324.2
KSGJ,02,29.9545,-81.341103,9,21.0
KSGJ,20,29.961201,-81.338097,6,201.0
KSGJ,06,29.954,-81.341301,10,62.0
KSGJ,24,29.9575,-81.333801,6,242.0
KSGJ,13,29.9674,-81.3507,10,126.0
KSGJ,31,29.954399,-81.330399,6,306.0
KSGR,17,29.6332,-95.6576,82,175.3
KSGR,35,29.6113,-95.655502,75,355.3
KSGS,16,44.8624,-93.035202,820,163.0
KSGS,34,44.851898,-93.030502,818,343.0
KSGT,09,34.604,-91.578697,219,92.0
KSGT,27,34.6035,-91.562103,219,272.0
KSGT,18,34.604198,-91.578499,220,182.0
KSGT,36,34.5877,-91.579102,223,2.0
KSGU,1,37.024601,-113.516502,2832,23.0
KSGU,19,37.0481,-113.504097,2884,203.0
KSHD,05,38.257401,-78.902901,1174,38.2
KSHD,23,38.270302,-78.889999,1201,218.2
KSHL,15,43.2136,-95.8367,1419,155.5
KSHL,33,43.203201,-95.8302,1412,335.5
KSHN,05,47.230999,-123.156998,259,68.0
KSHN,23,47.236099,-123.138,273,248.0
KSHR,06,44.770901,-106.987999,4021,68.0
KSHR,24,44.7761,-106.970001,3939,248.0
KSHR,15,44.777,-106.987999,4014,156.0
KSHR,33,44.756199,-106.974998,3975,336.0
KSHV,06,32.445099,-93.832901,237,60.8
KSHV,24,32.4533,-93.815399,228,240.8
KSHV,14,32.4538,-93.8349,258,143.0
KSHV,32,32.4356,-93.818497,220,323.0
KSIF,13,36.441299,-79.858299,692,124.6
KSIF,31,36.433201,-79.843697,667,304.6
KSIK,03,36.891998,-89.565598,313,24.0
KSIK,21,36.9058,-89.557899,314,204.0
KSIV,18,39.120701,-87.448196,537,180.7
KSIV,36,39.1087,-87.448402,535,0.7
KSIY,17,41.7915,-122.464996,2647,191.0
KSIY,35,41.7714,-122.471001,2628,11.0
KSJC,12L,37.375,-121.940002,38,139.0
KSJC,30R,37.352299,-121.915001,55,319.0
KSJC,12R,37.373699,-121.942001,38,138.8
KSJC,30L,37.351002,-121.917,57,318.8
KSJN,03,34.512699,-109.383003,5724,37.0
KSJN,21,34.5201,-109.375999,5732,217.0
KSJN,14,34.526199,-109.383003,5731,148.3
KSJN,32,34.513699,-109.373001,5736,328.3
KSJT,03,31.349701,-100.5,1917,43.2
KSJT,21,31.361601,-100.486999,1893,223.2
KSJT,09,31.3612,-100.501999,1903,97.5
KSJT,27,31.359699,-100.487999,1899,277.5
KSJT,18,31.368799,-100.498001,1899,187.3
KSJT,36,31.3468,-100.501,1919,7.3
KSJX,05,45.691799,-85.569397,0,42.4
KSJX,23,45.695999,-85.563904,0,222.4
KSJX,09,45.691502,-85.577698,669,90.1
KSJX,27,45.691502,-85.560898,667,270.1
KSJX,14,45.695301,-85.568001,669,132.0
KSJX,32,45.689201,-85.558403,669,312.0
KSKA,05,47.607498,-117.681999,2461,67.0
KSKA,23,47.622601,-117.629997,2414,247.0
KSKF,16,29.3993,-98.5867,690,162.0
KSKF,34,29.369101,-98.5756,660,342.0
KSKI,14,42.383499,-94.982201,1249,147.4
KSKI,32,42.378101,-94.977501,1236,327.4
KSKI,18,42.383701,-94.979401,1245,180.3
KSKI,36,42.372398,-94.979401,1235,0.3
KSKX,04,36.453701,-105.681,7043,56.0
KSKX,22,36.462601,-105.664001,7088,236.0
KSLB,06,42.5984,-95.243896,1488,67.0
KSLB,24,42.600399,-95.237503,1488,247.0
KSLB,13,42.6035,-95.243698,1477,134.0
KSLB,31,42.597698,-95.235603,1467,314.0
KSLB,17,42.601101,-95.242203,1480,175.0
KSLB,35,42.587399,-95.240501,1480,355.0
KSLC,14,40.785719,-111.971255,4222,153.0
KSLC,32,40.773758,-111.963238,4224,333.0
KSLC,16L,40.807456,-111.976947,4226,175.0
KSLC,34R,40.774646,-111.973146,4221,355.0
KSLC,16R,40.807783,-111.999303,4221,175.0
KSLC,34L,40.774977,-111.995488,4226,355.0
KSLC,17,40.79892,-111.96209,4219,180.0
KSLC,35,40.772588,-111.962089,4224,360.0
KSLE,13,44.916901,-123.007004,195,150.0
KSLE,31,44.903099,-122.996002,214,330.0
KSLE,16,44.9161,-123.002998,196,181.0
KSLE,34,44.902,-123.003998,211,1.0
KSLG,18,36.1987,-94.489197,1190,185.3
KSLG,36,36.185001,-94.490799,1174,5.3
KSLH,10,45.654202,-84.527199,641,90.0
KSLH,28,45.654202,-84.511597,627,270.0
KSLH,17,45.654598,-84.519798,0,164.0
KSLH,35,45.650398,-84.517998,0,344.0
KSLI,04L,33.785311,-118.062086,20,54.0
KSLI,22R,33.794609,-118.046163,26,234.0
KSLI,04R,33.783775,-118.060267,20,55.0
KSLI,22L,33.796395,-118.038656,35,235.0
KSLJ,14,31.179001,-89.196404,278,139.0
KSLJ,32,31.168699,-89.185898,256,319.0
KSLK,05,44.380199,-74.213303,1638,35.0
KSLK,23,44.395,-74.198898,1663,215.0
KSLK,09,44.380501,-74.213898,1639,79.0
KSLK,27,44.382599,-74.198799,1638,259.0
KSLN,04,38.786201,-97.656097,1271,49.0
KSLN,22,38.792801,-97.6465,1256,229.0
KSLN,12,38.793598,-97.667,1258,132.0
KSLN,30,38.781502,-97.650101,1272,312.0
KSLN,17,38.810398,-97.646004,1245,180.0
KSLN,35,38.7766,-97.645897,1271,360.0
KSLN,18,38.7938,-97.661499,1254,180.0
KSLN,36,38.782001,-97.6614,1288,360.0
KSLO,18,38.648499,-88.964104,573,180.4
KSLO,36,38.637199,-88.964203,563,0.4
KSLR,01,33.153099,-95.622498,489,10.0
KSLR,19,33.166599,-95.619797,465,190.0
KSMD,05,41.1409,-85.157097,834,51.0
KSMD,23,41.146301,-85.148399,826,231.0
KSMD,13,41.145599,-85.156998,834,128.0
KSMD,31,41.140598,-85.148697,826,308.0
KSME,05,37.049,-84.621002,914,43.0
KSME,23,37.0606,-84.607498,922,223.0
KSMF,17L,38.707141,-121.580077,27,181.0
KSMF,35R,38.683518,-121.580474,22,1.0
KSMF,17R,38.707355,-121.601101,25,181.0
KSMF,35L,38.683723,-121.601493,22,1.0
KSMN,17,45.130798,-113.879997,4036,188.0
KSMN,35,45.116798,-113.883003,4043,8.0
KSMO,03,34.012371,-118.455409,127,45.0
KSMO,21,34.019252,-118.447272,170,225.0
KSMQ,08,40.625702,-74.672699,101,68.7
KSMQ,26,40.6278,-74.665298,101,248.7
KSMQ,12,40.6269,-74.675201,83,109.0
KSMQ,30,40.6245,-74.665901,101,289.0
KSMQ,17,40.627998,-74.671997,100,166.6
KSMQ,35,40.623199,-74.670403,105,346.6
KSMS,05,33.9902,-80.367699,178,43.2
KSMS,23,34.001202,-80.355301,182,223.2
KSMS,14,33.996799,-80.3647,182,134.0
KSMS,32,33.990898,-80.357399,182,314.0
KSMX,02,34.893394,-120.467947,210,36.0
KSMX,20,34.904948,-120.45776,227,216.0
KSMX,12,34.908282,-120.464377,222,136.0
KSMX,30,34.892625,-120.445644,261,316.0
KSNA,02L,33.667812,-117.873852,54,28.0
KSNA,20R,33.681655,-117.86508,42,208.0
KSNA,02R,33.674004,-117.868068,52,28.0
KSNA,20L,33.681014,-117.863628,40,208.0
KSNC,17,41.3871,-72.507896,400,160.9
KSNC,35,41.380501,-72.504799,408,340.9
KSNH,01,35.163399,-88.217796,473,8.0
KSNH,19,35.177101,-88.215599,454,188.0
KSNK,08,32.6903,-100.959,2376,90.0
KSNK,26,32.6903,-100.945999,2430,270.0
KSNK,17,32.7034,-100.948998,2418,180.0
KSNK,35,32.688,-100.948998,2426,360.0
KSNL,17,35.365501,-96.942802,1069,180.0
KSNL,35,35.350201,-96.942802,1067,360.0
KSNS,08,36.662899,-121.619003,71,96.8
KSNS,26,36.6609,-121.598,84,276.8
KSNS,13,36.668598,-121.610001,84,147.8
KSNS,31,36.657398,-121.600998,82,327.8
KSNY,03,41.092499,-102.989998,4295,36.0
KSNY,21,41.102901,-102.978996,4282,216.0
KSNY,13,41.1077,-102.994003,4313,135.0
KSNY,31,41.094898,-102.976997,4281,315.0
KSOA,18,30.5912,-100.647003,2139,190.0
KSOA,36,30.5802,-100.650002,2138,10.0
KSOP,05,35.232399,-79.395401,455,46.2
KSOP,23,35.242802,-79.382103,431,226.2
KSOW,04,34.260601,-110.007004,6400,48.0
KSOW,22,34.267799,-109.998001,6401,228.0
KSOW,07,34.263802,-110.018997,6399,76.0
KSOW,25,34.2686,-109.996002,6400,256.0
KSPA,05,34.9104,-81.962196,793,41.6
KSPA,23,34.921101,-81.950699,789,221.6
KSPB,15,45.777901,-122.863998,55,169.0
KSPB,33,45.764198,-122.860001,27,349.0
KSPF,04,44.4771,-103.779999,3902,41.0
KSPF,22,44.481201,-103.775002,3862,221.0
KSPF,08,44.4767,-103.793999,3931,90.0
KSPF,26,44.4767,-103.778999,3931,270.0
KSPF,13,44.490799,-103.796997,3884,135.0
KSPF,31,44.478298,-103.778999,3895,315.0
KSPG,07,27.763201,-82.633598,7,62.0
KSPG,25,27.7679,-82.623596,6,242.0
KSPG,18,27.768499,-82.624901,5,180.0
